variant,seed,alpha,threshold,alloc,ret_pct,dd_pct,trades
mlp_h88_e500_gt1_wd2e4,343,12,0.59,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.59,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.59,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.59,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.6,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.61,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.62,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.63,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.64,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.65,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.66,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.67,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.68,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.69,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.7,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.71,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.72,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.73,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.74,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.9,-39.28591888999999,50.29204734000001,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.91,-39.600901819999976,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.92,-39.62090182,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.93,-40.440901819999986,51.577030270000016,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.94,-41.990901820000005,52.927664884431394,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.95,-41.044780199999984,51.979980585577735,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.96,-43.00478019999997,53.57115670498421,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.97,-42.472325399999974,52.87457547000002,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.98,-43.99976312999999,54.12416478277314,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,0.99,-45.477308330000014,54.55436840376924,73
mlp_h88_e500_gt1_wd2e4,343,12,0.75,1.0,-45.17730833,55.24719361288457,73
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.55,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.56,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.57,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.58,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.59,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.6,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.61,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.97,-60.44220310999997,63.432203109999975,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.98,-64.50573834,64.65573833999998,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,0.99,-65.36718603999998,65.51718603999997,74
mlp_h88_e500_gt1_wd2e4,343,14,0.62,1.0,-48.21201211999996,54.96201211999996,75
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.9,-56.23812227999999,59.32345693523055,74
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.91,-56.49556000999998,59.53257207236508,74
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.92,-57.45310521,60.38310521,74
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.93,-42.53177956,51.57620568028051,75
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.94,-58.60455290999999,61.53455290999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.95,-43.71322725999999,51.857797459625154,75
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.96,-63.350755409999984,63.50075540999999,74
mlp_h88_e500_gt1_wd2e4,343,14,0.63,0.97,-60.44220310999997,63.432203109999975,74
